Település,Településtípus,Év,Belföldi oda- és elvándorlás különbsége ezer lakosra,Bűncselekmények száma ezer főre,Diplomások aránya (interpolált),Egy lakosra jutó SZJA adóalapot képező belföldi jövedelem (Ft),Gimnáziumi tanulók a nappali oktatásban ezer főre,Helyi önkormányzatok összes költségvetési bevétele (1000 Ft) egy főre,Iparűzési adó egy főre (1000 ft),Közüzemi ivóvízvezeték-hálózatba bekapcsolt lakások aránya (százalék),Lakások átlagos négyzetméterára,Alapszolgáltatásokon felüli kiadások egy főre (1000 Ft),Állami támogatások egy főre (pályázatok),"Az év folyamán épített lakás, 1000 lakásra (db)",Egy házi- és házi gyermekorvosra jutó lakos (fő),Élelmiszer és élelmiszer jellegű belkereskedelmi egységek száma tízezer főre (db),Eltartottsági ráta,"Felsőfokú intézmények nappali tagozatos hallgatói (képzés helye szerint), 1000 lakosra (fő)",Gyógyszertárak tízezer főre,"Játszóterek, tornapályák, pihenőhelyek ezer főre",Közcsatornahálózatba bekapcsolt lakások aránya (százalék),Kulturális rendezvényeken részt vevők száma egy főre,Legközelebbi legalább 50 ezer fős város elérési ideje közúton a legrövidebb úton (perc),Nem élelmiszer jellegű belkereskedelmi egységek száma tízezer főre (db),"Nyilvántartott álláskereső, 100 15-64 évesre (fő)",Önkormányzati járdák kiépítettsége (százalék),Önkormányzati utak kiépítettsége (százalék),"SZJA adófizető, 100 lakosra (fő)",Vendégéjszakák száma a kereskedelmi szálláshelyeken száz főre (db),Vendéglátóhelyek száma tízezer főre (db),25 év alatti nyilvántartott álláskeresők aránya (százalék),"Alkotó művelődési közösségek tagjai, 100 lakosra (fő)",Bevásárlóközpontok (városok) (igen-nem),Házi segítségnyújtásban részesülők ezer főre,Helyközi autóbusz-megálló léte (igen-nem),Internet-előfizetések száma ezer főre,Jelzőrendszeres házi segítségnyújtásban részesülők tízezer főre,Kormányablak léte (igen-nem),Közüzemi szennyvízgyűjtő-hálózatban (közcsatornában) tisztítottan elvezetett szennyvíz aránya (százalék),Lakosságtól szelektíven elszállított települési hulladék aránya (százalék),Lakott területen történt összes közúti közlekedési baleset ezer főre (eset),Mozi léte (igen-nem),"Múzeumi látogatók, 100 lakosra (fő)","Működő kórházi ágy, 1000 lakosra (db)",Önkormányzat által kiutalt lakások ezer főre (db),Postai szolgáltatóhelyek tízezer lakosra,"Rendőrkapitányság, határrendészeti kirendeltség, rendőrőrs, körzeti megbízott székhely léte (igen-nem)","Rendszeres művelődési formákban résztvevők, 100 lakosra (fő)",Szállított utasok a helyi tömegközlekedésben (városok) (1000 fő),"Személygépkocsi, 1000 lakosra (db)",Színház léte (igen-nem),Színházak látogatói (fő),"Természetes szaporodás, fogyás (ezrelék)",Utaskilométer a helyi tömegközlekedésben (városok) (1000 km),Vasútállomás léte (igen-nem),Indexpontszám,Rangsor
Seregélyes,Kistelepülés,2022,"2,1","3,7","9,8","2420832,4",0,242,"30,12",100,289,"53,9","248954,1","4,2","1441,7","25,4","49,6",0,"2,3",0,"90,99","1,4",14,37,"1,7",100,"27,4",58,0,"27,7","12,3","1,9",1,"3,2",100,286,0,1,100,"17,05","0,9",1,0,0,0,"2,3",100,3,0,"447,2",1,0,-4,0,100,"12,5",262
Tiszacsege,Kistelepülés,2022,"5,5","6,7","5,8","1359511,2",0,"311,1","14,8","97,9",113,"22,4","3036,8",0,2161,"41,6","56,7",0,"2,3","2,5","58,87","1,6",55,"53,2","6,8","96,2","14,9","49,5","45,8",37,"12,8","2,1",1,"64,6",100,"279,3","50,9",1,100,"11,33","1,6",1,"10,1",0,"0,7","2,3",100,3,0,"346,8",1,0,"-4,2",0,1,"10,4",763
Mályi,Kistelepülés,2022,"6,3","4,4","21,8","2488155,9",0,"225,7","44,75","71,2",308,"36,6","6798,5","6,3","1434,3","25,6","54,9",0,"2,3",0,"97,07","0,7",16,"53,5","3,1",42,"32,3","53,4","260,3","44,2","9,7","1,9",1,"2,1",100,"335,6",0,1,100,"31,51","0,9",1,0,0,0,"2,3",1,5,0,"448,3",1,0,"-0,7",0,1,"12,8",226
Pilisborosjenő,Kistelepülés,2022,"23,9","1,2",33,"3176336,2",0,"496,3","35,84","92,6",614,"86,5","232067,8","31,8","2146,5","18,6",58,0,"2,3","0,2","80,28","0,7",33,"11,6","0,8","83,3","29,8","52,8","29,7","11,6",0,"2,1",1,"1,4",100,"315,2",0,1,100,"20,8","0,2",1,0,0,0,"2,3",100,"4,7",0,"430,5",1,0,"1,7",0,1,"15,3",59
Pilisszentiván,Kistelepülés,2022,"-12,2","0,2","22,7","2560029,1",0,"392,7","171,46","92,4",633,"47,9","72445,7","5,5","2139,5",28,"54,6",0,"2,3","0,7","89,97","1,2",40,"44,4","0,6",100,"63,6","51,7","40,3","35,1","4,2","1,5",1,"2,3",100,"346,8",0,1,100,"18,68","0,5",1,0,0,0,"2,3",1,"13,7",0,"467,6",1,0,"-2,4",0,1,"15,4",56
Elek,Kistelepülés,2022,"-0,7","7,8","8,3","1376420,7",0,"416,6","12,35",100,104,"89,1",3462,0,2123,"42,4","59,4",0,"2,4","0,2","93,38","1,8",26,"56,5","3,8","97,9","12,1","47,3","64,2","30,6","20,7","1,7",1,"124,6",100,"211,5",0,1,100,"11,6","0,5",1,0,0,"1,4","2,4",100,3,0,"354,2",1,0,"-12,4",0,1,"10,9",603
Tószeg,Kistelepülés,2022,"9,2","3,1","12,1","2326035,1",0,"205,1","90,46","99,6",256,"79,9","2444,2","2,2","1410,3","42,5","54,6",0,"2,4","0,2","90,22",0,14,"40,2","2,7","6,8","65,6",55,0,"23,6","13,3",0,1,"12,5",100,"297,8","40,2",1,100,"8,87","0,2",1,0,0,0,"2,4",100,0,0,"429,2",1,0,-5,0,100,"12,5",267
Ceglédbercel,Kistelepülés,2022,"12,6","0,9",12,"2364420,3",0,"244,2","15,28",100,218,"33,6","50123,6","0,6",1407,19,"57,8",0,"2,4","0,2",99,2,41,"23,7","1,6","89,6",88,"52,8",0,"9,5","10,2",7,1,"0,7",100,"319,8","7,1",1,100,"22,01","0,7",1,0,0,0,"2,4",100,"12,4",0,"412,2",1,0,"-6,7",0,100,12,364
Tokod,Kistelepülés,2022,"7,3","6,4","8,3","2250976,3",0,"271,4","47,76","97,1",183,"97,3","172658,7",0,2103,"21,4","52,5",0,"2,4","0,7","74,91","2,6",38,"21,4","2,1","89,1",26,"52,2","30,3","30,9","6,5","2,3",1,"9,5",100,"359,2",0,1,100,"8,55","1,2",1,0,0,0,"2,4",1,"6,2",0,"402,3",1,0,"-0,5",0,100,"11,6",440
Törtel,Kistelepülés,2022,"1,2","8,6","6,4","1710697,1",0,"174,6","18,93","78,4",105,"31,8","2179,4","1,1",4206,"33,3","56,3",0,"2,4","0,2",100,"0,8",27,"57,1","3,3","66,1","20,4","48,3",0,"30,9","6,7","2,1",1,"3,3",100,"263,7",19,1,100,"14,7",1,1,0,0,0,"2,4",100,"5,5",0,"358,3",1,0,"-1,7",0,1,"9,9",976
Devecser,Kistelepülés,2022,"27,4",5,"6,8","1758725,2",0,"281,4","53,6","99,5",179,"15,8","1190,4","2,3",2100,"35,7","56,7",0,"2,4","1,4","81,11","2,7",44,50,"4,7",100,"13,9","48,9",0,"38,1","10,2","3,6",1,"12,6",100,"247,1",0,100,100,"2,51","1,7",1,0,0,0,"2,4",100,"5,2",0,"401,4",1,0,"-13,9",0,100,"11,7",412
Rakamaz,Kistelepülés,2022,"17,1","5,3",10,"1529220,6",0,"487,6","17,56","94,8",127,"51,1","151048,8",0,1393,"52,6","59,3",0,"2,4",0,"90,01","1,1",31,"124,4","4,5","97,4","12,5","49,2","156,3","52,6","17,5","0,3",1,"19,1",100,"294,3","69,4",100,100,"13,82","1,7",1,0,0,0,"2,4",100,"0,6",0,"421,9",1,0,"-4,8",0,100,12,360
Ballószög,Kistelepülés,2022,"32,7","2,2","17,6",2619280,0,276,"11,71","80,9",460,"89,3","195565,1",33,"2086,5","19,2","55,3",0,"2,4",1,"63,67","2,1",17,"16,8","1,9",100,"29,9","54,5","30,6","21,6","15,9","6,6",1,"1,7",100,"278,2",0,1,100,"19,29","0,2",1,0,0,0,"2,4",100,"9,1",0,"446,7",1,0,"-0,5",0,1,"13,3",162
Verőce,Kistelepülés,2022,"17,1","6,5","26,7","2352769,4",0,"163,2","15,1",87,830,"93,1","1148,1",3,4159,"28,9","62,5",0,"2,4","1,7","54,58","2,5",56,"45,7","1,7","97,8","31,4",49,"590,4","38,5",7,"2,9",1,"5,3",100,"410,2",0,1,100,"8,62","0,2",1,"13,2",0,0,"2,4",100,6,0,"383,3",1,0,-12,0,100,"13,7",129
Hernád,Kistelepülés,2022,"3,6","5,3","9,9","2191269,4",0,"383,9","48,42",100,330,41,"209585,5","0,6","1382,7","33,8","46,2",0,"2,4",0,"94,21","2,1",31,"43,4","3,7",100,"23,6","53,8",0,"21,7","13,9","0,4",1,"8,9",100,"319,4","108,5",1,100,"7,32","1,2",1,0,0,0,"2,4",100,"5,2",0,"512,3",1,0,"-3,1",0,100,"12,9",201
Tét,Kistelepülés,2022,"-7,7","10,9",9,"2340991,7",0,"310,2","45,45","88,8",208,"80,3","1963,8","3,1",1378,"36,3","53,5",0,"4,8","0,5","81,12","1,3",26,"67,7","0,8","67,1","41,8","52,9","271,1","48,4","6,9","2,8",1,"4,8",100,"255,7",0,100,100,"28,11","1,7",1,0,0,0,"2,4",100,"6,7",0,"433,2",1,0,"0,2",0,100,"12,9",204
Tab,Kistelepülés,2022,"-4,4","3,9","12,7","1942972,4",0,"493,6","103,85","97,2",247,"84,2","168266,3","0,5",1377,"55,7","60,1",0,"2,4","0,2","78,11","2,2",50,"106,5",3,100,"28,4","51,6","30,9","38,7","11,6","3,3",1,"8,7",100,"340,8",0,100,100,"23,66",1,1,0,0,"1,7","2,4",100,7,0,"440,3",1,0,-8,0,100,14,101
Mende,Kistelepülés,2022,"13,6","3,6","12,5","2336502,4",0,"236,3","16,4",100,439,"126,2","70571,2","3,3",4127,"24,2","50,7",0,"2,4","0,7","98,14","1,3",44,"48,5","1,7",100,"15,5","54,4","80,3","33,9","8,2","0,4",1,1,100,"330,5","2,4",1,100,"11,78","0,2",1,0,0,0,"2,4",1,"0,5",0,"411,9",1,0,"-7,9",0,100,"12,5",277
Ecser,Kistelepülés,2022,-1,"6,1","19,5","2701939,4",0,"310,8","146,6",100,761,"42,7","339757,5","0,6",4114,"26,7",56,0,"2,4",1,"94,56","1,4",36,"26,7","1,1",100,"43,1","53,1",31,"21,9","2,7","10,8",1,"3,9",100,"375,5","12,2",1,100,"16,88","0,7",1,0,0,0,"2,4",1,"12,1",0,"449,4",1,0,"-1,9",0,100,"14,9",73
Körösladány,Kistelepülés,2022,"-16,5","4,2","7,2","1705764,4",0,476,"76,94",100,143,"174,1","86974,4",0,"2034,5","29,5",58,0,"2,5",1,"80,7","2,9",40,"41,8","3,3",100,"17,3",53,"31,4","29,5","11,4",3,1,"87,2",100,"323,2",0,1,100,17,"0,5",1,0,0,"1,5","2,5",100,"5,4",0,"341,4",1,0,"-9,9",0,100,"12,2",323
Kápolnásnyék,Kistelepülés,2022,"10,7","4,4","22,7","2746341,5","66,5",222,"42,95","88,3",593,"89,4","28205,4","11,3",2030,"36,9",57,0,"2,5","0,5","62,56",3,19,"76,4","1,1",100,46,"54,2","90,8","24,6","5,4","2,9",1,"2,7",100,"323,9","36,9",1,100,"22,18","1,2",1,149,0,0,"2,5",100,"7,9",0,"462,6",100,0,-2,0,100,"19,6",6
Kenderes,Kistelepülés,2022,4,"14,9","6,8","1431812,1",0,239,"19,17","95,4",85,"4,3","61019,3","0,5",4027,"59,6","52,1",0,"2,5",0,"74,68","0,6",41,"44,7","6,2",100,"43,4","48,2",0,"34,8","12,4","3,2",1,"26,6",100,"304,4",0,1,100,"16,3","0,5",1,0,0,0,5,100,"9,8",0,339,1,0,"-10,2",0,100,"10,4",791
Fadd,Kistelepülés,2022,"4,7","13,2",9,"1791007,9",0,"222,3","14,53","88,5",0,"54,5","4248,7",0,"1337,3","34,9",58,0,"2,5",0,"74,83","3,5",66,"39,9","3,3",100,"28,6","45,8","629,9","82,3","18,8",1,1,3,100,323,"22,4",1,100,"11,5","0,7",1,0,0,0,"2,5",100,"3,3",0,"370,6",1,0,"-6,5",0,1,"9,4",1267
Szendrő,Kistelepülés,2022,"-16,2","7,5","6,5","1218908,9","7,2","614,4","17,38","76,5",50,"73,3",191735,0,2002,"32,5","66,8",0,"2,5",0,"65,66","0,4",49,"42,5","11,6",100,"25,9","41,2","35,9",25,"20,9","1,3",1,"28,5",100,"228,5",0,100,100,"23,07","0,5",1,18,0,"0,2","2,5",100,"1,3",0,253,1,0,"9,2",0,100,"11,7",410
Leányfalu,Kistelepülés,2022,1,4,"33,2","2837266,5",0,"420,1","17,72","90,2",655,"237,4","63949,7","3,4","1334,3","27,5","57,2",0,"2,5","0,5","74,46",10,47,"57,5","0,8","95,7","59,5","51,9","285,6","62,5","7,7","14,2",1,2,100,"395,2",0,1,100,"20,04","1,2",1,"9,2",0,0,"2,5",100,"33,2",0,"479,9",1,0,"-8,5",0,1,"15,5",50
Bocskaikert,Kistelepülés,2022,"24,5","4,3","20,6","2394088,6",0,"263,5","11,5",91,495,"23,5","108494,5","22,3",3999,"22,5","51,9",0,"2,5",0,"74,5","1,2",16,"17,5","3,5",100,"14,3","50,8","31,9",10,"11,4","0,5",1,8,100,"331,6",5,1,100,"18,52","0,3",1,0,0,0,"2,5",1,"2,5",0,"399,4",1,0,"9,4",0,100,"12,9",202
Tóalmás,Kistelepülés,2022,"16,2","5,8","7,8","1754096,2",0,"285,8","19,94","89,1",315,"66,5","127935,2","0,6",1995,"25,1","53,9",0,"2,5",0,"78,1","0,6",63,"25,1","5,2",100,"31,1","50,5","149,3","30,1","12,3","0,3",1,"2,5",100,"268,2",0,1,100,"17,77",0,1,0,0,0,"2,5",100,"1,3",0,"365,2",1,0,"-2,1",0,1,"11,5",470
Szegvár,Kistelepülés,2022,"-12,9","4,8","9,3","1879189,7",0,"293,8","19,12","92,1",68,"44,6","1922,2","0,5","1987,5","42,8","54,8",0,"2,5","1,5","80,02","1,4",51,"55,3","1,7",100,"7,5","54,6","32,1","40,3","7,8","3,1",1,2,100,"353,7",0,1,100,"23,5","0,5",1,"5,8",0,0,"2,5",1,"5,5",0,401,1,0,"-4,5",0,100,"10,6",717
Adony,Kistelepülés,2022,"3,3","7,3","10,7","2516067,6",0,"496,8","38,18","89,6",312,"205,3","108715,9","2,4","1324,7","25,2","54,5",0,"2,5","0,3","71,35",1,26,"47,8","1,6",100,"23,4",55,"32,1","25,2","5,5","1,5",1,"5,5",100,"307,5",0,100,100,"13,67","0,3",1,0,0,0,"2,5",100,"2,7",0,"437,3",1,0,"-1,8",0,100,"13,4",148
Perkáta,Kistelepülés,2022,"18,1","8,1","6,8","1979477,9",0,203,"17,51",100,132,"13,8","39445,3","1,3",3969,"32,8","54,2",0,"2,5","0,5","91,26","3,5",31,"22,7","3,4","93,8","32,8","49,3",0,"15,1","7,8","6,5",1,"4,5",100,264,0,1,100,"9,56","0,3",1,0,0,0,"2,5",100,13,0,357,1,0,2,0,1,"10,5",730
Tompa,Kistelepülés,2022,"-10,1","4,3","8,9","1552841,2",0,"225,1","36,11","92,5",106,"59,6","18622,5",0,1322,"47,9","53,6",0,5,"0,5","58,98","1,3",55,"83,2","1,7","83,6","51,8","44,4","32,2","47,9","17,7","5,2",1,"2,3",100,"280,4",0,100,100,"2,87",1,1,0,0,2,"2,5",100,"9,6",0,"457,6",1,0,"-6,6",0,100,"11,5",447
Vasvár,Kistelepülés,2022,"8,9","10,4","12,4","2281929,1",0,364,"85,41",100,240,"138,9","868884,3",1,"789,2","45,6","57,2",0,"5,1","0,8","94,59","25,5",26,"111,5","2,7","88,8","18,2",54,"149,2","27,9","14,7",4,1,"4,3",100,349,0,100,100,"12,95","1,5",1,"45,1",0,"3,8","2,5",100,"12,2",0,"511,4",1,0,"-9,2",0,100,"14,6",79
Doboz,Kistelepülés,2022,"2,8","2,5","7,1",1518420,0,"311,9","8,3","99,1",108,"75,1","4646,5","2,1",1967,"35,6","57,2",0,"2,5",0,"85,95","5,1",13,"40,7","4,4","81,5","62,9","49,9","87,7","40,7","18,5","5,9",1,"22,9",100,"299,4",0,1,100,"13,16","0,8",1,0,0,0,"2,5",100,"8,8",0,"361,5",1,0,"-7,1",0,1,"11,1",565
Gyenesdiás,Kistelepülés,2022,"15,9","7,9","25,3","1859894,5",0,"339,4","28,23","77,5",726,"166,9","13256,5","13,4","1306,7","25,5","61,3",0,"2,6",0,"72,19","3,1",48,125,"1,7",96,"40,1","47,4","3246,7","196,4","7,6","4,4",1,"1,5",100,"354,3","10,2",1,100,"9,3","1,5",100,0,0,0,"2,6",1,"9,2",0,"555,6",1,0,"-7,3",0,100,"15,4",54
Fertőszentmiklós,Kistelepülés,2022,"18,1","0,8","14,8","2032642,3",0,"328,9","119,85",100,432,117,"37631,3","8,9","1299,3","23,1","55,5",0,"2,6",0,"96,14",1,29,77,"0,6","95,7","33,6","47,5","135,8","23,1","5,3","3,5",1,"3,3",100,"327,3",0,1,100,"16,75","0,3",1,0,0,0,"2,6",1,"6,7",0,"536,7",1,0,"-1,3",0,100,"14,2",96
Demecser,Kistelepülés,2022,"-12,5","7,7","8,6","1558936,9","25,9","450,8","15,65","95,7",120,"46,2","84465,9",0,"1298,3","41,1","49,2",0,"2,6",0,"89,97","0,5",29,"66,8","5,3",,"50,2","50,4",0,"23,1","16,3","2,3",1,"70,6",100,"260,3",0,100,100,"8,47","0,3",1,"11,5",0,"3,3","2,6",100,"2,6",0,"328,1",1,0,"0,3",0,100,"13,8",118
Dunavecse,Kistelepülés,2022,"4,9","7,8",9,"1922741,2",0,"380,5","50,06","98,9",233,"88,6","155374,4",0,"1289,3",31,61,0,"2,6",1,"85,6","0,4",47,"67,2","3,7","98,7","20,4","51,3",0,"12,9","6,5","2,3",1,"30,8",100,"289,6",0,1,100,"12,46",0,1,0,0,"0,8","2,6",100,"3,4",0,"408,2",1,0,"3,6",0,1,"12,1",328
Pannonhalma,Kistelepülés,2022,"7,8","1,8","16,1","2429079,6",87,"420,1","19,37","97,4",291,"66,1","107682,1","5,9","1286,7","28,5","53,2",0,"2,6",0,"82,6",1,25,"62,2","0,9",100,"27,9","52,9","139,5","54,4","3,9",1,1,"2,3",100,"268,9",0,100,100,"35,69","1,6",1,1767,0,0,"2,6",100,"1,2",0,"390,7",1,0,"0,3",0,100,"18,7",9
Biharkeresztes,Kistelepülés,2022,"-17,6","4,7","14,2","1353717,6",0,"476,9","51,86","98,2",130,"49,9","76284,5",0,"1285,3","46,7","56,6",0,"2,6",0,"92,84","0,9",52,"67,4","4,4","68,3","22,1","37,3","33,1","28,5","11,7","0,8",1,"16,6",100,"289,4","2,6",100,100,"4,93",1,1,0,0,"1,6","2,6",100,"1,5",0,"357,6",1,0,"-11,3",0,100,"12,2",317
Abádszalók,Kistelepülés,2022,"5,2","7,5","8,4","1478337,7",0,"380,7","13,34","92,5",189,"64,2","174577,6",0,"1924,5","41,6","56,3",0,"2,6","0,3","79,23","0,5",62,"62,4","6,4","79,6","23,5","49,7","1026,7","153,3","7,8","0,8",1,"6,2",100,"320,9",0,1,100,"24,08","0,5",1,0,0,0,"2,6",100,"3,2",0,"341,9",1,0,-14,0,100,"11,8",403
Győrzámoly,Kistelepülés,2022,50,1,"23,2","3353613,7",0,"219,3","9,99",100,709,"77,3",5105,"42,8",3841,13,"51,2",0,"2,6",0,"95,41","0,4",15,"33,8","0,7",100,"30,1","56,1","33,2","18,2",0,"0,9",1,0,100,"308,3","7,8",1,100,"37,93","0,8",1,0,0,0,"2,6",1,"2,3",0,"412,4",1,0,"10,6",0,1,14,102
Bodajk,Kistelepülés,2022,"-20,8","3,4","11,9","2566698,7",0,219,"15,31",100,318,"30,8","102891,3","3,2",1918,"31,3","51,9",0,"2,6","0,3","97,67","1,2",30,"44,3","1,3",100,"99,6","55,3","150,6","31,3",7,"8,2",1,"4,7",100,312,0,1,100,"12,72","0,3",1,0,0,0,"2,6",100,"10,4",0,"429,6",1,0,"-6,4",0,100,"12,8",213
Deszk,Kistelepülés,2022,"26,5","0,5","21,8","2492211,9",0,"1764,5","28,85",100,427,"122,8","160075,5",21,1917,"26,1","52,1",0,"2,6","0,5","84,91","3,8",16,"23,5","0,8","98,7","17,9","53,6","33,3","28,7","11,5",21,1,"4,2",100,"321,3",0,1,100,"7,94",1,1,0,"34,4",0,"2,6",1,"23,5",0,"427,2",1,0,"1,3",0,100,"15,9",38
Pécsvárad,Kistelepülés,2022,"3,1","2,4","16,5","1891895,2",0,"346,6","32,29",100,220,"19,7","38452,9","4,3",1911,34,"63,3",0,"5,2","1,6","97,71","8,3",22,"86,3","2,5","98,8","33,7","48,6",240,"31,4","4,7","5,8",1,"9,7",100,331,"94,2",100,100,"8,61","0,3",1,"478,6",0,0,"2,6",100,"21,2",0,"462,6",1,0,"-6,5",0,1,"13,4",150
Bük,Kistelepülés,2022,"-5,9","6,8","12,1","1994947,1",0,"753,9","293,01","86,5",434,"466,7","165779,7",0,"1267,7","60,5","44,8",0,"2,6",0,"84,14","4,5",28,"115,7","1,6",100,"44,7","50,4","19374,5","207,7","11,8","4,1",1,"3,7",100,341,0,100,100,"10,83","0,3",1,0,0,"0,3","2,6",100,"4,8",0,"443,1",1,0,0,0,100,"17,3",18
Tokaj,Kistelepülés,2022,"-15,8","3,7","19,7","1794093,7","58,9","877,5","36,35","97,8",304,"380,6","141385,6","1,2",1267,"63,1","55,3",0,"2,6","0,8","83,89","7,1",38,"136,8","5,9",100,"31,2","47,5","1620,8","210,5","14,1",0,1,"8,2",100,"320,4",71,100,100,"25,71",0,100,"388,6",0,"0,5","2,6",100,"2,5",0,401,1,0,"-18,7",0,100,"20,8",4
Mándok,Kistelepülés,2022,"-4,5","6,8","8,5","1591072,5",0,"308,9","34,48","97,2",73,"53,4",323378,0,1900,"39,5","51,6",0,"2,6","0,5","81,61","1,6",61,"68,4","4,9",92,"24,5","47,1","59,4","23,7","13,6","2,8",1,"56,6",100,"247,4","107,9",1,100,"10,46","0,5",1,0,0,0,"2,6",1,"5,2",0,329,1,0,"-4,2",0,100,"10,8",635
Nyáregyháza,Kistelepülés,2022,"9,3","2,4","8,2","2256389,9",0,"218,6","17,03","94,9",326,"56,3","48421,6","1,3",1266,"23,7","45,5",0,"2,6",0,"80,21",2,39,29,"1,7","86,5","27,9","55,6",0,"13,2","8,8","0,7",1,"2,6",100,"290,7",0,1,100,"15,83","0,5",1,0,0,0,"2,6",1,"1,3",0,"458,9",1,0,"-5,1",0,1,"11,5",462
Decs,Kistelepülés,2022,"10,6","6,3","6,9","1402925,8",0,"146,5","19,69","85,2",141,"29,5",3022,0,1265,"18,4","60,1",0,"2,6","0,3","71,11","1,6",53,"36,9","5,1",100,22,"43,7","359,7","15,8","11,5","4,6",1,"0,5",100,"265,9",0,1,100,"10,59","0,5",1,0,0,0,"2,6",100,"7,6",0,"353,9",1,0,"-18,3",0,100,"10,2",860
Záhony,Kistelepülés,2022,"-25,2","10,8","18,8","2196967,4",0,"652,4","48,26",100,166,"48,4","156094,8",0,1260,37,"57,7",0,"2,6","0,3",100,"2,9",66,"63,5","2,1",100,"82,3","49,3","33,8","29,1","10,3","1,3",1,"39,2",100,"241,3","39,7",100,100,"9,95","0,3",1,0,0,0,"2,6",100,"4,5",0,"393,7",1,0,"-5,2",0,100,"13,7",128
Felsőpakony,Kistelepülés,2022,"-2,4","1,9","14,1",2405127,0,"375,7","53,2","98,3",548,"28,9","140033,7","4,6","1887,5","15,9","48,5",0,"2,6","0,3","91,64","0,6",31,"26,5","1,8",0,"1,1","53,2",0,"23,8","12,1","3,8",1,"1,1",100,"315,8","7,9",1,100,"13,79","0,3",1,0,0,0,"2,6",100,"7,9",0,475,1,0,"-2,7",0,100,"12,8",225
Letenye,Kistelepülés,2022,30,"12,2","10,3","1674526,7",0,"402,1","67,81","89,3",159,"47,5","18182,5",0,1253,"29,3","61,1",0,"2,7","1,9","78,8","1,8",64,"98,4","3,2",100,"52,3","46,4","141,8","39,9","9,1","1,8",1,"8,5",100,"185,7","87,8",100,100,"11,25","0,5",1,0,0,"0,5","2,7",100,"3,6",0,"428,8",1,0,"-28,2",0,1,"12,4",293
Hegyeshalom,Kistelepülés,2022,"-2,9",11,"11,6","1450438,6",0,"381,4","79,75","82,4",419,"95,7",0,"16,9","1242,3","26,8","48,1",0,"2,7","0,5",75,"1,7",37,"32,2","1,1","90,4","21,4","36,7","1664,7","40,2","10,8","1,9",1,"2,1",100,"358,2","32,2",1,100,"7,78","0,8",1,0,0,0,"2,7",100,"6,4",0,"469,8",1,0,"1,6",0,100,"13,4",147
Bag,Kistelepülés,2022,"3,8","10,8",13,"1959242,1",0,"167,8","15,68","97,8",281,"53,6",15364,"0,8",3718,"32,3","55,2",0,"2,7","0,3",100,"1,4",40,"45,7","1,9","41,9","79,4","46,8","34,3","24,2","9,8","5,2",1,"2,4",100,"322,8",0,1,100,"10,92","2,4",1,0,0,0,"2,7",1,"8,9",0,"409,9",1,0,-4,0,100,"11,6",438
Szajol,Kistelepülés,2022,"13,8","1,6",12,"2382517,1",0,"289,2","63,48","98,2",249,"95,3","120356,4",0,1857,"32,3","53,2",0,"2,7","0,3","88,15","0,7",13,"40,4","2,7",100,"36,5","54,7","253,1","24,2","6,7","0,5",1,"12,4",100,"324,4","43,1",1,100,"6,35","0,3",1,0,0,0,"2,7",100,"6,2",0,"387,7",1,0,"-3,2",0,100,"12,9",209
Bóly,Kistelepülés,2022,0,"2,2","18,9","2138725,5",0,"1137,1","131,9","97,6",407,"358,9","104031,1","9,6","1237,7","45,8","60,8",0,"2,7","6,5","77,26","0,5",26,"91,6","1,5",100,"84,1",49,"206,5",35,"14,6","7,4",1,"4,6",100,"311,6","212,8",100,100,"14,94","0,8",1,"29,6",0,"1,3","2,7",100,"12,9",0,498,1,0,"-11,6",0,100,"17,3",17
Verpelét,Kistelepülés,2022,"-12,3","10,5","8,4","1631916,9",0,"496,7","23,01","92,3",135,"110,4","163096,4",0,"1236,3","40,4","57,8",0,"2,7","0,3","86,66","2,3",70,"40,4","5,6","97,7","46,5","47,9","54,5","21,6","11,9","1,6",1,"16,4",100,"293,1","145,6",1,100,"18,19","0,8",1,"4,7",0,0,"2,7",100,"4,6",0,"340,5",1,0,"-3,8",0,1,"11,5",457
Nyírpazony,Kistelepülés,2022,"20,6","3,2","20,9","2432061,5",0,"161,2","13,5",100,369,"63,1","22666,9","23,4","1847,5","24,4","48,9",0,"2,7",0,"94,15","1,2",15,"16,2","2,3","85,7","39,6","55,2","34,5","18,9","9,2","0,5",1,"10,6",100,"318,3",0,1,100,"13,34",0,1,0,0,0,"2,7",1,"2,7",0,"459,5",1,0,"-1,4",0,1,"12,8",230
Földes,Kistelepülés,2022,6,"1,9","7,7","1721060,3",0,"327,3","25,74",100,147,"47,4",144741,"1,2","1222,3","46,4",54,0,"2,7",0,"94,77","5,1",39,"65,4","3,8",100,"10,7","55,5","41,5","51,8","4,7","4,4",1,"60,5",100,240,0,1,100,"3,97",0,1,0,0,0,"2,7",100,"12,2",0,"390,2",1,0,"-6,8",0,1,"11,5",445
Ásotthalom,Kistelepülés,2022,"6,6","31,8","9,2","1529405,8",0,"322,3","17,42","49,6",152,"83,2","39794,4","1,6","1824,5","30,1","55,7",0,"2,7","0,5","43,77","3,6",31,"32,9","2,4",100,"3,7","47,5","35,9","35,6",11,"1,8",1,"10,7",100,"205,3",63,1,100,"17,21",0,1,0,0,0,"2,7",100,"4,4",0,"435,7",1,0,"-9,8",0,1,"10,4",779
