Település,Településtípus,Év,Belföldi oda- és elvándorlás különbsége ezer lakosra,Bűncselekmények száma ezer főre,Diplomások aránya (interpolált),Egy lakosra jutó SZJA adóalapot képező belföldi jövedelem (Ft),Gimnáziumi tanulók a nappali oktatásban ezer főre,Helyi önkormányzatok összes költségvetési bevétele (1000 Ft) egy főre,Iparűzési adó egy főre (1000 ft),Közüzemi ivóvízvezeték-hálózatba bekapcsolt lakások aránya (százalék),Lakások átlagos négyzetméterára,Alapszolgáltatásokon felüli kiadások egy főre (1000 Ft),Állami támogatások egy főre (pályázatok),"Az év folyamán épített lakás, 1000 lakásra (db)",Egy házi- és házi gyermekorvosra jutó lakos (fő),Élelmiszer és élelmiszer jellegű belkereskedelmi egységek száma tízezer főre (db),Eltartottsági ráta,Gyógyszertárak tízezer főre,"Játszóterek, tornapályák, pihenőhelyek ezer főre",Kulturális rendezvényeken részt vevők száma egy főre,Nem élelmiszer jellegű belkereskedelmi egységek száma tízezer főre (db),"Nyilvántartott álláskereső, 100 15-64 évesre (fő)",Önkormányzati járdák kiépítettsége (százalék),Önkormányzati utak kiépítettsége (százalék),"SZJA adófizető, 100 lakosra (fő)",Vendégéjszakák száma a kereskedelmi szálláshelyeken száz főre (db),Vendéglátóhelyek száma tízezer főre (db),25 év alatti nyilvántartott álláskeresők aránya (százalék),Házi segítségnyújtásban részesülők ezer főre,Internet-előfizetések száma ezer főre,Jelzőrendszeres házi segítségnyújtásban részesülők tízezer főre,Lakosságtól szelektíven elszállított települési hulladék aránya (százalék),Önkormányzat által kiutalt lakások ezer főre (db),"Személygépkocsi, 1000 lakosra (db)",Indexpontszám,Rangsor
Szakcs,Kistelepülés,2014,"15,1","0,3","1,6","774583,7",0,"28,8","-0,62","2,4",0,"89,9","-44667,7",0,768,"1,6","16,4","1,1","1,3","2,2","29,3","-3,2","-5,8","-12,2","3,3",0,"-16,3",-12,"21,9","101,6","-30,3","11,01",0,"130,3","0,8",252
Hejőszalonta,Kistelepülés,2014,"-45,6",-9,"-0,4","715292,8",0,"509,2","8,6","14,6",0,359,0,-4,0,"1,4",-3,0,0,"1,4","19,6",-3,0,0,"7,3",0,"1,4","-9,4","-4,2",206,0,"41,01",0,"106,3","1,4",-155
Papos,Kistelepülés,2014,"-26,3","-8,4",1,"1061280,4",0,"28,1","1,25","3,1",-42,"-8,9","-19806,294","3,2",0,"2,4","8,4",0,0,"-0,1",0,"-8,9",0,"-0,1","6,3",0,"-9,8","-18,2","-97,8","138,5",0,"9,97",0,"132,9","0,2",749
Pécsudvard,Kistelepülés,2014,"2,6","-2,7","4,9","1433503,7",0,"85,4","12,85",-2,0,"34,9",0,"13,7",0,"19,6",2,0,0,1,"19,6",-1,"-11,1","-0,1","9,7",-24,"-0,3","-38,9","-10,6","38,3",-67,"14,2",0,"134,1","1,9",-478
Külsővat,Kistelepülés,2014,"30,9","-1,1","1,4","969516,7",0,"25,9","-0,06","0,7",145,"56,2",0,0,0,"-30,2",20,0,0,"-0,5","0,9",-2,0,"-46,6","3,2",0,"0,9","-11,1","2,4","143,5",0,"6,88",0,"107,7","2,1",-490
Tarnaszentmiklós,Kistelepülés,2014,"2,8","-2,9",1,"815063,7",0,"88,7","24,87","6,3",0,"25,6","-128453,43",0,-102,"-29,9","12,1","1,6",0,"-0,8","4,6","-2,7",0,"0,1","8,5",0,"-34,6","-5,2","-0,7","132,6",0,"1,14",0,"134,7","0,6",374
Baté,Kistelepülés,2014,"57,9","-13,5",2,"1301807,7",0,"352,4","-1,51","0,7",0,"189,4","-17282,313",0,-41,"-17,6","8,2","0,7","0,1","0,1","20,6","-5,2","5,8","-1,5","3,7",0,"20,6","-7,6",-2,"85,7","-5,8","12,12",0,"114,3","1,6",-240
Nadap,Kistelepülés,2014,"29,1","-6,7","3,4","1877103,7",0,"-21,4",0,"2,3",0,"1,8","5581,5","15,3",0,"-8,4","2,7",0,"-0,6","-0,4",0,"-2,5",0,"0,3","3,7",133,"-8,4","10,7","-1,9","61,1","-74,6","33,57",0,894,"0,8",342
Felsőrajk,Kistelepülés,2014,"12,1","-1,5","0,9","899915,8",0,12,"-3,09","-5,4",0,"60,2","45232,2261",0,26,"-1,9","-4,8",0,0,"-3,5",0,"-2,2","-0,2","3,3","1,6","-24,6","-0,7","-21,3","-5,7","85,2","-27,6","2,24",0,"127,7","0,6",350
Tanakajd,Kistelepülés,2014,-20,"-0,2","4,1","1426217,7",0,"39,6","0,73","-1,4",0,"27,9","2690,5","-3,7",0,"10,3",8,0,"-0,1","0,5","-36,5","-1,2","0,6","-0,6","4,6",0,"-1,4","-33,8","-23,9","61,8",0,"0,32",0,"163,6","0,5",546
Magyarlak,Kistelepülés,2014,"7,8",0,"1,7",633764,0,"27,2","1,28","-0,6",0,"66,7",0,"3,2",761,"-0,1","12,6",0,0,-1,"-33,1","-0,5","40,2","-0,7","-1,8","166,4","-19,9","-13,3","2,6",74,"-26,6","4,9",0,"152,4","0,8",323
Adásztevel,Kistelepülés,2014,"10,4",-5,"1,7","1203983,4",0,"11,8","0,98","-1,2",0,"39,6",0,0,0,"-18,3","11,8",0,0,"-0,4","0,7","-1,6",0,"-3,2","1,6",0,"0,7","-15,1","9,4","67,1",0,"-0,73",0,"126,5","0,6",427
Igar,Kistelepülés,2014,"34,7","-21,9","1,3","1038690,3",0,"15,8","3,82","9,4",43,"55,5","-150378,75",0,-926,"35,7","2,4",0,"0,4","-0,3","23,3","-8,6","12,7","-5,6","8,7",0,"20,2","-9,7","0,8","174,7","9,4","8,1",0,"186,9",2,-686
Mánfa,Kistelepülés,2014,"13,9","-24,8","3,2","1188108,3",0,230,"7,89","-4,6",0,"135,8","14574,387",0,0,"0,2",2,0,"-1,3",-1,"0,2","-0,5",0,"-0,6","3,7","163,5","26,9","-40,6","-7,7","98,2","-26,1","4,67",0,"96,6","1,6",-141
Szajk,Kistelepülés,2014,"35,3","-8,7","3,3","1515813,5",0,"76,3","27,74",0,0,"-44,4","-20445,191","3,2",-41,1,"10,3","0,7",0,"0,9","2,1","-2,1",0,"0,3","6,7","168,3",1,-14,"-7,7","388,2","122,8","11,58",0,"151,8","1,6",10
Nemesbük,Kistelepülés,2014,"-8,2","-3,2","5,4","659483,8",0,"33,4","4,55","-10,2",506,"78,9",0,"4,8",0,"-23,8","16,7",0,0,"-1,6",-2,-3,0,6,"0,2","124,7","17,8","-2,6",4,"9,3",0,"3,03",0,"139,8","3,6",-1499
Gölle,Kistelepülés,2014,"-1,9","-22,8","2,4","711277,9",0,"308,1","5,19","2,7",0,111,"-27956,354",0,-157,-13,"4,3",-11,0,"-1,7","-34,9","-3,9",0,0,"5,5","149,2","3,5","-1,8","0,7","117,8","-45,7","10,78",0,"151,8","0,7",358
Ipolyvece,Kistelepülés,2014,"-23,6","-1,3","1,8","805633,9",0,"19,3","-3,94","1,4","-46,1","8,4","-278804,34","2,8",0,"19,7","23,9","-0,2",0,"-0,7",0,"-0,9","-0,1","10,7","-1,5",0,"-0,1","-22,2","-12,1","92,5","-93,5","7,17",0,"120,6","-0,2",976
Felsőszentmárton,Kistelepülés,2014,"37,2","-1,2","2,4","914151,7",0,"-1,4","20,4","-1,8",0,"153,2","-99033,101",0,-917,"7,1","-1,9","2,4",0,"1,7","-23,7","-2,4",-20,"0,5","1,3","169,2","7,1","-7,2",19,"70,1",0,0,0,"210,8",1,91
Nagycsécs,Kistelepülés,2014,"-22,4","-14,7","1,8","938307,8",0,39,"11,32","-1,2",0,"-23,2","-113694,45",0,753,1,"3,3",0,0,"-0,5",1,"-5,8",-7,"0,5","11,2",0,1,"-6,6",0,"112,6","2,6","36,14",0,"122,8","0,7",410
Váralja,Kistelepülés,2014,"-25,2","-23,4","2,8","790736,7",0,"186,6","4,04","6,2",0,"53,9","-25432,626",0,0,"4,8","2,1","1,6",0,"-8,9","2,4","-2,6",-31,"-0,1","9,4","449,1","-15,1","2,5","5,7","112,8","-30,2","5,53",0,"139,5","1,2",17
Zalaszentlászló,Kistelepülés,2014,"20,3","-2,8","3,1","910772,3",0,"254,1","10,29","-8,7",0,"231,8","-20624,811","-2,9",-82,"21,9","14,9",0,0,"-0,7",-16,"-1,9",0,"0,1","-1,7","208,5","-44,1",0,"-3,3","124,1",-48,"1,15",0,"133,6","1,1",153
Osztopán,Kistelepülés,2014,"-3,7",-8,"1,1","676098,9",0,"267,6","3,96","0,2",0,"58,2","136587,7",0,-111,"2,6","12,3","1,7",0,"-0,2","2,6","-5,5","-10,6","-1,2","-1,7",0,"2,6","-10,4","0,2","75,7","-116,1","10,95",0,"118,4","1,2",-129
Pölöske,Kistelepülés,2014,"-39,8","-1,2","1,4",1136567,0,"46,5","20,95","-1,6",0,"101,2","-17309,266",0,0,"3,9",6,0,0,"3,3",22,"-1,8",0,-3,"8,2","170,1",22,"-26,1",0,"114,4","-45,4","1,15",0,"181,6","1,4",-117
Borzavár,Kistelepülés,2014,"3,9","-4,4","3,7","1368881,3",0,"-29,9","-21,19","-1,2",0,"9,6","6370,6",0,0,"-2,9","-0,6",0,"-0,1","-0,6","-1,5","-0,8",0,"-5,7","8,4","72,1","-1,5","-6,6","-29,7","43,3",0,"6,87",0,"175,7","0,5",480
Úny,Kistelepülés,2014,-2,"-6,1","2,1","1198500,7",0,48,"2,23","-2,5",0,"137,1","63502,7","-3,2",0,"-1,9","7,6",0,0,"0,5","-38,5","-3,5","2,8","-0,1","4,5",0,-22,"-11,8","13,4","100,1",0,"6,43",0,104,"0,4",632
Gánt,Kistelepülés,2014,-25,"-0,3","3,9","1149173,4",0,"192,1","26,46","-3,6","-119,1","31,2","-22485,471",0,-110,-15,"8,1",0,"0,1","-1,5","2,6",0,0,"-0,1","5,3","941,3","18,6",0,"1,3","159,4",0,"24,75",0,"141,5","0,1",558
Szorgalmatos,Kistelepülés,2014,"14,5","-9,2","3,2","1115278,4",0,"40,3","-20,43",0,0,"32,9","-9778,3091",0,0,"6,1","8,4","-9,3","0,8","1,5","12,4","-2,6",0,"-51,7",9,0,-14,"-20,3","18,8","167,4",0,"13,06",0,328,"0,4",599
Gyód,Kistelepülés,2014,"-0,7","-6,3","2,4","1195653,4",0,"38,4","3,33",0,0,"52,5","-23773,675","3,3",0,"-3,4","-3,1",0,"1,3","0,2","-3,4","-1,6","-2,9","3,8","11,6",0,"-3,4","-21,1","2,4","93,1","-17,9","29,41",0,"119,8","1,2",-20
Nova,Kistelepülés,2014,"-20,9","-23,9","1,9","1032206,5",0,"114,2","36,9","0,3",0,"166,7","61611,7","2,9",742,"-42,8",3,"0,9",0,"2,8",-10,"0,5",0,"3,8","-1,2","149,2","2,6",10,"9,4","154,7","-37,8","3,58",0,"171,6","1,6",107
Ostffyasszonyfa,Kistelepülés,2014,"-15,8","4,2","2,6","1450313,6",0,"107,2","-21,1",0,0,"-16,6","-44724,74","0,1",0,2,"6,1","0,5","0,1","-3,5","0,7","-2,8","-7,6","-17,9","4,2","148,5","-31,7","-21,1","-6,3","2,1",-13,"3,36",0,"142,5","0,5",426
Csikóstőttős,Kistelepülés,2014,"7,1","-3,4","1,8","987945,6",0,"-54,3","2,31","-1,7",0,"-40,8","-52843,044",0,0,"-16,6","1,7",0,"1,5",2,"1,8","-2,8","6,2",0,"3,9",0,"1,8","-3,2",0,"80,4","-24,5","7,73",0,"121,7","0,3",681
Dunaszentpál,Kistelepülés,2014,"-26,5","-5,5","3,2","1850628,7",0,"269,2","-4,65",0,0,-39,105424,"-7,7",0,"-1,1","2,9",0,0,"3,8","19,7","-0,8",0,"0,1","3,8",0,-15,-25,"-0,2",102,0,"17,51",0,"153,6","1,2",184
Karmacs,Kistelepülés,2014,"30,7",-5,"2,5","798365,5",0,"91,5","0,57","-0,5",0,"29,9","-22059,782",0,-38,1,"13,8","0,6",0,0,"1,9","-2,7","-6,2","-5,2",2,0,1,-2,"-11,5","60,9","-37,9","-1,2",0,"104,9","0,7",378
Püspökszilágy,Kistelepülés,2014,"38,9","-9,9","2,4","1532482,2",0,"630,3","13,25","0,9",0,"76,7","294584,4","6,5",0,"-36,4",-7,0,0,"-0,7","-0,9",-2,"-20,5","-7,3","6,7",0,"-22,2","-8,4","1,4","89,9",0,"-10,45",0,119,"2,2",-629
Tarnabod,Kistelepülés,2014,"-4,4","-50,4",0,"422093,6",0,"-40,2",0,"11,4",0,"17,4","-735555,22","11,4",0,"-3,8","-4,2",0,0,"1,3","-7,6","7,5",0,0,"13,1",0,0,"-13,9","2,2","66,5",0,"1,39",0,"75,5","0,7",15
Litke,Kistelepülés,2014,"-55,8",-14,"0,1","607489,4",0,"47,8","2,47","4,9",70,"-39,2","-22660,169",0,-866,3,"10,1",0,0,"1,1",0,-7,"1,8","-0,2","7,4",152,"-14,3","-17,5","-12,3","140,1",0,"7,43",0,"94,4","1,4",-274
Marcaltő,Kistelepülés,2014,"35,4","-0,1","0,5","1101454,8",0,"54,7","4,21","1,3",115,"12,2","-130301,69",3,-722,"-15,1","8,7",0,0,"-9,4","-0,9","-0,3",0,"-18,4","0,5","219,8","19,9",-25,"15,6","75,4",0,"2,89",0,"131,5","2,1",-483
Berkenye,Kistelepülés,2014,"37,4","2,7",5,"1578921,9",0,"79,3","1,17",0,"244,3","106,3","-11920,853","29,5",0,-5,"8,5","-16,9","-8,5","-3,9",-5,"-2,2","53,6","38,3","7,8","142,7",-5,-19,-2,"13,5","-16,9","14,48",0,"-48,4","2,3",31
Biharugra,Kistelepülés,2014,"-15,2","-0,2","3,7","704377,1",0,257,"5,34",6,0,"57,3","-133501,79",0,-194,"3,4","17,1","2,8",0,"-2,7","-23,7",-2,0,"0,1","0,2","173,4",-13,"-14,3","49,9","118,2",0,"9,22",0,"138,4","1,3",68
Mindszentgodisa,Kistelepülés,2014,"-52,9","-7,3","2,1","759892,1",0,"335,9","17,97","3,2",0,"56,9","461593,008",0,-128,"-14,3","9,3",0,0,"0,1","-25,9","-0,4",0,"-48,9",2,0,"-14,3",-8,"2,4",109,"8,6",0,0,"86,4",1,209
Somogyaszaló,Kistelepülés,2014,"63,4","-15,1",1,"988664,9",0,"83,4","18,49",0,0,"97,5","66575,949",0,736,"-0,1","11,7",0,0,"-0,2","-34,4","-6,8",0,"8,1","4,5","173,4","20,3","-2,5","-2,8","62,3","-54,8","10,74",0,"114,3","1,3",-73
Magyaratád,Kistelepülés,2014,"-7,9","-10,2","2,8",1085142,0,"182,2","-1,55","-0,3",0,74,"147484,4",0,-48,"-30,7","23,5",0,0,"-3,8","-19,2",-3,"7,5","0,3","1,2",0,"-43,5","-24,3","-0,6","84,5","-25,5","11,56",0,125,"0,5",497
Makkoshotyka,Kistelepülés,2014,"14,8","-4,1","0,4","652772,7",0,"-50,7","1,32","2,9","-33,3","-61,5","-10511,453","-3,4",0,"-38,3","5,7",0,0,"-0,3","2,8","-10,7",0,0,"0,5","173,6","-17,6","-5,1","-0,5","123,1",0,"21,1",0,"102,9","-0,5",1109
Szenna,Kistelepülés,2014,"-4,9","-15,4","4,8","1097289,5",0,"270,7","99,21","-9,5","175,2","84,8","-123710,26","3,1",-35,"0,9","3,2",0,"0,1","34,7","-18,6","-2,6",0,"5,1","2,8","158,3","0,9","-12,1","-4,9","73,9",0,"9,73",0,"147,6","3,6",-138
Vassurány,Kistelepülés,2014,6,"4,1","4,7","1435914,7",0,"134,4","-0,56","0,7",0,"3,9",0,0,0,"1,7","6,1",0,0,3,"1,7","-1,6","-0,4",0,"2,8",0,"1,7","-7,7","-12,4","94,6",0,"2,72",0,"150,1","1,3",-43
Almáskamarás,Kistelepülés,2014,"9,2","-6,9","0,5","853953,4",0,242,"6,58","2,7",0,"20,9","76601,3","-2,2",-144,"-2,5","0,9",0,"0,3","-1,3","-4,7",-1,"-0,1","0,1","12,1",0,"-17,1","3,5","-28,2","84,7","222,9","8,57",0,144,"0,8",289
Boba,Kistelepülés,2014,"-5,5","-5,8","3,2","1526642,1",0,"954,3","6,51","0,3",0,766,0,"2,9",0,"2,3","4,6",0,"0,3","-0,2",-16,"-0,6",0,"-0,1","3,9",0,-16,"-5,8","-18,9",163,0,"6,56",0,189,"2,2",-580
Csokvaomány,Kistelepülés,2014,"-29,4","-4,5","0,9","606253,2",0,"288,4","3,2","2,5",0,"174,6","107549,3",0,-900,"7,9","2,5",0,"0,5","1,1","3,9","-5,9",0,0,"7,3",175,0,"-14,8","2,9",159,0,"19,74",0,"-13,9","1,4",-193
Gödre,Kistelepülés,2014,"-27,7","-4,5","1,3","678617,7",0,"416,8","-11,05",0,0,"179,7","-56151,267","-2,5",-867,"-4,9","8,2",0,0,"-0,3","8,8","-0,5",0,"-0,9","1,7",0,"3,3","-8,8","-5,4","150,1","-14,9","9,45",0,"158,7","0,9",207
Kaposújlak,Kistelepülés,2014,"1,4","-31,3","2,6","1235275,1",0,"149,5","-8,83","0,1","-98,4","50,5","143197,9","3,7",0,"-20,3","11,2",0,0,"-2,5","34,5","-2,1","-2,1","-9,2","1,4",175,"0,3","-3,7","-1,4",81,0,"23,66",0,"153,4","0,2",668
Nikla,Kistelepülés,2014,"45,3","-12,5","-0,4","466129,4",0,"304,1","1,44","-1,3",0,"-43,7","-25219,178",0,40,"-22,9","6,1",0,0,"-1,1","-1,2","-8,4",0,50,"2,8",175,"-1,2","-17,9","-2,1","123,2","-45,2","8,54",0,"92,2","0,8",151
Pecöl,Kistelepülés,2014,"14,6","-5,1",2,"1326955,1",0,"83,9","-0,97",0,0,"55,7",0,0,-57,"-9,7",6,0,"0,3","0,9","1,5","-1,6","-29,4","1,1","0,9",0,"1,5","-29,4",0,"64,8",0,"1,4",0,"158,7","1,6",-307
Bánk,Kistelepülés,2014,"-14,9","-5,5",3,"1544184,8",0,"560,1","5,03","-10,9",348,"122,5","441530,571","-0,8",0,"-20,7","6,2",0,0,"6,8","-5,2","-1,8","-0,3",0,4,"1743,8","111,4","-1,7","-4,2","69,4",-31,"33,11",0,"100,7","4,9",-732
Geresdlak,Kistelepülés,2014,"28,4","-2,3","2,3","813606,2",0,"342,1","8,39",0,0,"81,8","246052,005",0,-29,"-11,1","20,4","0,6",0,"-18,6","-24,4","-1,1","-4,6",1,"3,4","151,6","0,8","-6,6","0,5",131,"16,9","10,72",0,"98,5","1,4",103
Búcsúszentlászló,Kistelepülés,2014,"35,6","-2,4","3,3","1393153,1",0,148,"1,17",3,0,"77,9","62836,3931",0,-70,"20,7","11,7",0,"0,1","-3,7","1,9","-0,2",0,"-5,6","2,9",0,"1,9",-15,"-3,6","63,4","-10,2","5,6",0,"216,8","1,2",169
Kardoskút,Kistelepülés,2014,"-12,9","0,3","3,3","1093887,1",0,"191,8","106,63","2,4",0,"9,7","-620555,41",0,-909,"-12,3","13,3","2,8","0,6","-0,5","24,8","-1,1","0,4","1,6",8,"-19,9","49,6","-16,5","3,1","55,7","8,4","24,32",0,"178,8","1,7",-41
Keszeg,Kistelepülés,2014,"13,3","-3,4","2,6","1471936,3",0,"6,4","8,54",0,"206,3","-0,3","-22408,468","-0,1",0,"-6,4","10,2",0,"1,4","1,6","-3,2","-1,7","-0,1",0,"7,7",0,"-3,2",0,"-3,2","114,2",0,"5,38",0,"153,9",2,-149
Kunpeszér,Kistelepülés,2014,"43,2","6,8","1,5","1087543,9",0,"147,3","16,99","-6,5","-62,6","15,4","139364,668",0,0,"19,4","16,3",0,0,"-0,9","20,7","-1,8",0,"1,2","7,2",0,"-1,4","-12,2","-41,8","139,6","-73,7","21,54",0,"155,5","0,6",511
Tiszakóród,Kistelepülés,2014,"-32,6","8,6","1,5","547219,5",0,"57,1","5,5","-4,8",0,"-30,1","-75959,396",0,-26,"-25,3","10,4",0,0,"0,1","20,7","-5,2",0,0,"3,5","152,3","-32,7","-22,1","28,2","-25,3","84,9","9,93",0,"64,9","0,8",349
Kóspallag,Kistelepülés,2014,"-13,4","1,5",6,"1373906,4",0,896,"-0,06","6,7",534,"196,7",697854,"-3,2",-27,"-19,3","-0,6","0,5","0,1",1,"-19,3","-0,2","86,5","16,2","13,6","255,4","-11,4","-11,8","-17,1","110,9",0,"19,05",0,"115,4","6,2",-1110
Magyarhomorog,Kistelepülés,2014,"-20,1","-8,6","1,9","898159,8",0,"564,4","19,24","-7,2",0,"40,9","104768,477","-2,3",0,"-12,6","14,7","2,8","0,3","-12,2","-12,6","0,9",0,0,"1,5","176,7","-44,6","-8,5","-36,7","107,2","13,2","4,21",0,"161,8","0,6",448
Taliándörögd,Kistelepülés,2014,"-6,5","-7,6","3,2","1112087,6",0,"24,8","-1,48","-1,5",0,"22,1",0,0,0,"-18,3",-8,"0,9",0,"-25,8",22,0,-50,"2,2","2,1","379,7","35,9","-9,5","-3,7","113,7",0,"3,51",0,"116,6","0,8",347
Attala,Kistelepülés,2014,"21,5",-7,"2,1","1261678,9",0,"465,7","1,09",0,0,"48,1","-695,8878",0,0,"19,8","11,3","1,5",0,"-1,9","23,1","-2,8",0,"-0,1","4,2","177,2","-28,8",7,"2,9","86,9",3,"10,28",0,"159,2","1,8",-135
Jánd,Kistelepülés,2014,"-13,8","-9,3","1,5","782518,5",0,"-342,4","1,05",0,196,"-879,8",-13388429,"-3,6",0,"-18,9","7,3",0,0,"0,6","-18,9","-2,8","-27,9","-4,9",5,"129,8","-23,9","-13,2","-109,3","342,2",0,"8,27",0,"128,1","0,6",459
Meggyeskovácsi,Kistelepülés,2014,"19,8","-0,8",1,"1202683,1",0,"-16,1","-0,79","0,1",0,"39,6",0,0,0,"-1,6","3,2",0,0,"1,7","-1,6","-1,6","0,1","-0,2","0,3","177,2","-1,6","5,7","-10,4","-2,5",0,"1,21",0,"147,9","0,6",331
Csernely,Kistelepülés,2014,"19,8","-16,7","0,2","479523,4",0,"-58,5","2,13","6,2",0,"14,8",0,0,719,"-18,6","-5,2",0,"0,1","-0,6","1,1","8,8",0,"15,8",-2,"153,7","-19,8","-2,8","20,9","140,6",0,"23,08",0,"77,5","0,4",362
Harkakötöny,Kistelepülés,2014,"19,2","-10,9","0,9","977421,6",0,"58,7","-1,47","1,5",106,"138,2","6815,8",0,0,"-6,2","10,8",0,"-1,2","-3,8",-27,"-0,6",0,0,"6,6",0,"5,8","2,6","-5,4","58,7",0,"31,94",0,"176,2","2,3",-708
Táp,Kistelepülés,2014,"40,3","-5,7","2,5","1496396,4",0,"315,6","5,93",1,0,"144,2","151282,432",0,-709,"20,6","-3,1","13,9",0,"1,7","-0,5","-1,5",0,"11,6","5,9","152,2","-0,3","8,3","2,6","-52,2",0,"10,68",0,"140,4","2,7",-733
Káptalanfa,Kistelepülés,2014,"28,9","-2,4","1,6",1145789,0,"-28,2","-0,01","0,7",0,10,"-33006,737","-3,1",-68,"64,6","-6,9","1,2","0,3",1,"-19,1","-2,8",0,"3,5","6,6",178,"1,8","-22,6","-13,4","95,2",0,"3,89",0,"178,4","0,9",265
Szabadszentkirály,Kistelepülés,2014,"-11,1","-41,8",2,"848705,4",0,"-249,9","-20,32",2,"-54,3","-182,3","-366122,67",0,-42,"-31,9","20,2","0,8","1,6","-0,5","-24,1","0,5",0,5,"1,2",0,"-18,7","4,5",-5,"79,7","-12,4",0,0,"126,8","-1,5",1750
Bő,Kistelepülés,2014,"-8,9","-1,4","3,4","1167429,6",0,"212,6","1,48","1,9",0,"3,2",0,"-3,2",2,"-0,1","13,7",0,0,"2,4",0,"-0,1","-5,6","0,1","-2,4","226,3","-49,1","28,6","-8,4","101,5",0,"14,39",0,"155,6","0,9",327
Gógánfa,Kistelepülés,2014,"-79,4","2,1","1,5","862301,9",0,"461,7","-1,76","0,3",0,"-36,7","-7970,5141",0,-95,"2,5","-0,4",0,0,"0,2","2,5","-4,1",-25,"-6,7","4,5",0,"2,5","-5,2","-10,1","105,3",0,"3,81",0,"197,9","1,5",-292
Kőröstetétlen,Kistelepülés,2014,"3,3","-3,9","2,7","1354590,7",0,"-60,9","-10,55","10,6",0,"-11,3","-334864,4",0,0,"7,5","3,5","2,5","-1,2","1,1","24,7","-3,5",0,"0,1","3,9",0,-4,"-10,3","8,4","143,7",14,"3,84",0,"238,7","0,9",291
Sárhida,Kistelepülés,2014,"0,9","-2,5","3,8",1254462,0,"66,2","2,63","3,2",0,"67,7","6992,9",0,0,"1,7","1,2",0,0,"3,3","1,7","-2,7",0,"-26,8","7,2",0,"1,7","2,6","-0,2","91,1","-11,7","2,89",0,"188,9",1,167
Dunaszentbenedek,Kistelepülés,2014,"3,8","2,5","1,1","736875,1",0,"-33,7","-11,59","-1,7",0,"-3,8","-96318,415",0,0,"-16,3","14,9","1,6","1,4","-4,4","6,2","-5,9","-0,5",0,"3,9",0,"6,2",-7,"-7,1",140,0,"19,6",0,"107,8",1,129
Rábagyarmat,Kistelepülés,2014,"-7,1","0,2","1,8","986790,5",0,"82,8","6,82","-1,7",0,"75,7","4703,3",0,-61,"-9,6","10,6",0,"-1,3","-0,1","1,6","-0,2","80,2","10,3","-0,1","178,7","-30,6","-30,8","8,7","78,4",70,"6,42",0,"156,2","1,3",19
Tomajmonostora,Kistelepülés,2014,"41,8",-20,"1,5","809387,7",0,"-722,9","3,46","-0,6",0,"-336,7","-821967,4",0,-29,"-19,4","0,4",0,0,"1,3","0,9","3,8",0,"16,6","2,5","179,2","0,9","-22,7","-5,5","122,6",0,"20,13",0,"113,9","0,5",519
Sitke,Kistelepülés,2014,"-11,6","-6,2","2,7","1182118,9",0,"17,6","2,91","-7,9",0,"95,6","-25686,343","-3,4",0,"-1,6","7,8",0,0,"0,6","-1,6","-1,6",0,"0,3","-2,4","151,4","-3,2",-20,"-17,4","-5,9",0,"-1,45",0,"121,5","0,3",673
Bázakerettye,Kistelepülés,2014,"6,6","-18,2","3,1",870086,0,"761,1","3,64","-1,8",234,534,"-17164,158","-2,6",-93,"23,6","19,9","1,6",0,"-3,7","2,4","-1,5",0,"-21,2","2,7","951,1","34,7","-8,3","-1,3","119,1",0,"12,77",0,"115,3","4,2",-422
Patvarc,Kistelepülés,2014,"4,8","-6,2","3,9","1450728,5",0,"771,4","5,47","2,1",121,"215,3","704966,674",0,0,0,"0,3",0,0,"0,1","21,1","-3,1",0,7,"10,2","179,7",20,"-19,4","2,8","97,7","-14,9","5,8",0,162,"4,6",-1668
Mátramindszent,Kistelepülés,2014,"-24,6","-22,1","3,4","1012114,4",0,"240,9","4,33","10,1",96,"94,1","212675,291",0,-87,"6,2",12,0,"0,4",-1,"23,5","0,2",0,"0,1","2,8","148,3","2,3","4,4","-4,3","81,8","-61,4","1,42",0,"176,5","2,9",-967
Öregcsertő,Kistelepülés,2014,"35,9","-3,8","0,8","802434,2",0,"33,5","-1,12","-0,6",0,"95,4","3360,1",0,0,31,"8,3",0,"0,2","-2,1","-39,6","-4,3","-3,1","2,5","7,6","180,2","2,8","-2,3","0,8","83,5",0,"18,31",0,"120,4","0,7",353
Somogyvámos,Kistelepülés,2014,-7,"-7,5","2,8","571256,9","5,6","139,6","9,98","-1,8",0,"47,9","-133495,01","-0,1",-70,"1,9",7,0,"1,4","-0,7","-17,4","-3,5","-0,5",0,"1,2","350,9","19,2","-10,4","-4,2","140,7",0,"10,86",0,108,"1,9",-609
Zalabér,Kistelepülés,2014,"61,5","-56,5","2,9","966643,7",0,2507,"24,42",-5,0,"2209,1","-49514,278",0,16,-1,"13,2","-0,4",0,"-5,6","-0,5","-3,3",0,"-0,5","-1,6","43,8","-0,5",5,"-13,2","95,8","-57,9","3,43",0,"126,6","2,1",8
Drávaszabolcs,Kistelepülés,2014,"45,3","-1,8","0,3","817356,9",0,"-950,2","14,25","3,1",48,"-866,5","-1845434,2",0,18,"-1,4","2,3",0,0,"2,8","-0,6","-3,6",0,"-4,3","4,6","154,4","-16,4","-11,2","-6,5","41,1",0,0,0,"70,4","0,5",585
